"image_1","image_2","image_3","Артикул","Цвет","Материал верха","Материал подкладки","Размер","Стелька","Сегмент","Марка","Тип обуви","Кр. описание"
"/ss-2015/857280-20-07M.jpg","/ss-2015/857280-20-07M_02.jpg","/ss-2015/857280-20-07M_03.jpg","857280/20-07M","бежевый","иск.нубук","текстиль","40-44","нат.кожа","мужские","KEDDO","полуботинки",
"/ss-2015/857281-02-02M.jpg","/ss-2015/857281-02-02M_02.jpg","/ss-2015/857281-02-02M_03.jpg","857281/02-02M","серый","иск.нубук","текстиль/нат.кожа","40-44","нат.кожа","мужские","KEDDO","туфли закрытые",
"/ss-2015/857281-05-08M.jpg","/ss-2015/857281-05-08M_02.jpg","/ss-2015/857281-05-08M_03.jpg","857281/05-08M","коричневый","иск.кожа","текстиль/нат.кожа","40-44","нат.кожа","мужские","KEDDO","туфли закрытые",
"/ss-2015/857281-07-03M.jpg","/ss-2015/857281-07-03M_02.jpg","/ss-2015/857281-07-03M_03.jpg","857281/07-03M","бежевый","нат.замша","текстиль","40-44","нат.кожа","мужские","KEDDO","туфли закрытые",
"/ss-2015/857281-07-08M.jpg","/ss-2015/857281-07-08M_02.jpg","/ss-2015/857281-07-08M_03.jpg","857281/07-08M","бежевый","иск.кожа","текстиль","40-44","нат.кожа","мужские","KEDDO","туфли закрытые",
"/ss-2015/857281-08-01M.jpg","/ss-2015/857281-08-01M_02.jpg","/ss-2015/857281-08-01M_03.jpg","857281/08-01M","черный","иск.кожа","текстиль/нат.кожа","40-44","нат.кожа","мужские","KEDDO","полуботинки",
"/ss-2015/857281-08-02M.jpg","/ss-2015/857281-08-02M_02.jpg","/ss-2015/857281-08-02M_03.jpg","857281/08-02M","синий","иск.нубук","текстиль/нат.кожа","40-44","нат.кожа","мужские","KEDDO","полуботинки",
"/ss-2015/857281-09-01M.jpg","/ss-2015/857281-09-01M_02.jpg","/ss-2015/857281-09-01M_03.jpg","857281/09-01M","черный","иск.кожа","текстиль/нат.кожа","40-44","нат.кожа","мужские","KEDDO","полуботинки",
"/ss-2015/857281-09-03M.jpg","/ss-2015/857281-09-03M_02.jpg","/ss-2015/857281-09-03M_03.jpg","857281/09-03M","белый","иск.кожа","текстиль/нат.кожа","40-44","нат.кожа","мужские","KEDDO","полуботинки",
"/ss-2015/857281-09-05M.jpg","/ss-2015/857281-09-05M_02.jpg","/ss-2015/857281-09-05M_03.jpg","857281/09-05M","синий","иск.нубук","текстиль/нат.кожа","40-44","нат.кожа","мужские","KEDDO","полуботинки",
"/ss-2015/857281-09-07M.jpg","/ss-2015/857281-09-07M_02.jpg","/ss-2015/857281-09-07M_03.jpg","857281/09-07M","серый","иск.нубук","текстиль/нат.кожа","40-44","нат.кожа","мужские","KEDDO","полуботинки",
"/ss-2015/857371-01-02M.jpg","/ss-2015/857371-01-02M_02.jpg","/ss-2015/857371-01-02M_03.jpg","857371/01-02M","синий","текстиль","текстиль","40-44","текстиль","мужские","KEDDO","полуботинки",
"/ss-2015/857371-02-01M.jpg","/ss-2015/857371-02-01M_02.jpg","/ss-2015/857371-02-01M_03.jpg","857371/02-01M","черный","текстиль","текстиль","40-44","текстиль","мужские","KEDDO","полуботинки",
"/ss-2015/857371-02-02M.jpg","/ss-2015/857371-02-02M_02.jpg","/ss-2015/857371-02-02M_03.jpg","857371/02-02M","синий","текстиль","текстиль","40-44","текстиль","мужские","KEDDO","полуботинки",
"/ss-2015/857371-02-06M.jpg","/ss-2015/857371-02-06M_02.jpg","/ss-2015/857371-02-06M_03.jpg","857371/02-06M","белый","текстиль","текстиль","40-44","текстиль","мужские","KEDDO","полуботинки",
"/ss-2015/857372-01-02M.jpg","/ss-2015/857372-01-02M_02.jpg","/ss-2015/857372-01-02M_03.jpg","857372/01-02M","синий","иск.нубук","текстиль","40-44","текстиль","мужские","KEDDO","полуботинки",
"/ss-2015/857372-01-03M.jpg","/ss-2015/857372-01-03M_02.jpg","/ss-2015/857372-01-03M_03.jpg","857372/01-03M","серый","иск.нубук","текстиль","40-44","текстиль","мужские","KEDDO","полуботинки",
"/ss-2015/857372-01-06M.jpg","/ss-2015/857372-01-06M_02.jpg","/ss-2015/857372-01-06M_03.jpg","857372/01-06M","белый","иск.кожа","текстиль","40-44","текстиль","мужские","KEDDO","полуботинки",
"/ss-2015/857372-02-07M.jpg","/ss-2015/857372-02-07M_02.jpg","/ss-2015/857372-02-07M_03.jpg","857372/02-07M","черный","текстиль","текстиль","40-44","текстиль","мужские","KEDDO","полуботинки",
"/ss-2015/857372-02-08M.jpg","/ss-2015/857372-02-08M_02.jpg","/ss-2015/857372-02-08M_03.jpg","857372/02-08M","синий","текстиль","текстиль","40-44","текстиль","мужские","KEDDO","полуботинки",
"/ss-2015/857372-02-10M.jpg","/ss-2015/857372-02-10M_02.jpg","/ss-2015/857372-02-10M_03.jpg","857372/02-10M","черный","иск.кожа","текстиль","40-44","текстиль","мужские","KEDDO","полуботинки",
"/ss-2015/857372-03-02M.jpg","/ss-2015/857372-03-02M_02.jpg","/ss-2015/857372-03-02M_03.jpg","857372/03-02M","серый","текстиль","текстиль","40-44","текстиль","мужские","KEDDO","полуботинки",
"/ss-2015/857372-03-03M.jpg","/ss-2015/857372-03-03M_02.jpg","/ss-2015/857372-03-03M_03.jpg","857372/03-03M","синий","текстиль","текстиль","40-44","текстиль","мужские","KEDDO","полуботинки",
"/ss-2015/857372-03-06M.jpg","/ss-2015/857372-03-06M_02.jpg","/ss-2015/857372-03-06M_03.jpg","857372/03-06M","синий","иск.нубук","текстиль","40-44","текстиль","мужские","KEDDO","полуботинки",
"/ss-2015/857372-03-13M.jpg","/ss-2015/857372-03-13M_02.jpg","/ss-2015/857372-03-13M_03.jpg","857372/03-13M","синий","нат.замша/нат.нубук","текстиль","40-44","текстиль","мужские","KEDDO","полуботинки",
"/ss-2015/857372-05-02M.jpg","/ss-2015/857372-05-02M_02.jpg","/ss-2015/857372-05-02M_03.jpg","857372/05-02M","серый","текстиль","текстиль","40-44","текстиль","мужские","KEDDO","полуботинки",
"/ss-2015/857372-09-01M.jpg","/ss-2015/857372-09-01M_02.jpg","/ss-2015/857372-09-01M_03.jpg","857372/09-01M","синий","текстиль","текстиль","40-44","текстиль","мужские","KEDDO","полуботинки",
"/ss-2015/857372-09-02M.jpg","/ss-2015/857372-09-02M_02.jpg","/ss-2015/857372-09-02M_03.jpg","857372/09-02M","серый","текстиль","текстиль","40-44","текстиль","мужские","KEDDO","полуботинки",
"/ss-2015/857372-09-03M.jpg","/ss-2015/857372-09-03M_02.jpg","/ss-2015/857372-09-03M_03.jpg","857372/09-03M","черный","текстиль","текстиль","40-44","текстиль","мужские","KEDDO","полуботинки",
"/ss-2015/857372-10-07M.jpg","/ss-2015/857372-10-07M_02.jpg","/ss-2015/857372-10-07M_03.jpg","857372/10-07M","серый","иск.нубук","текстиль","40-44","текстиль","мужские","KEDDO","полуботинки",
"/ss-2015/857391-01-06M.jpg","/ss-2015/857391-01-06M_02.jpg","/ss-2015/857391-01-06M_03.jpg","857391/01-06M","синий","текстиль","текстиль","40-44","текстиль","мужские","KEDDO","полуботинки",
"/ss-2015/857806-01-01M.jpg","/ss-2015/857806-01-01M_02.jpg","/ss-2015/857806-01-01M_03.jpg","857806/01-01M","черный","текстиль","текстиль","40-44","нат.кожа","мужские","KEDDO","полуботинки",
"/ss-2015/857806-01-02M.jpg","/ss-2015/857806-01-02M_02.jpg","/ss-2015/857806-01-02M_03.jpg","857806/01-02M","синий","текстиль","текстиль","40-44","нат.кожа","мужские","KEDDO","полуботинки",
"/ss-2015/857806-01-03M.jpg","/ss-2015/857806-01-03M_02.jpg","/ss-2015/857806-01-03M_03.jpg","857806/01-03M","серый","текстиль","текстиль","40-44","нат.кожа","мужские","KEDDO","полуботинки",
"/ss-2015/857806-02-02M.jpg","/ss-2015/857806-02-02M_02.jpg","/ss-2015/857806-02-02M_03.jpg","857806/02-02M","синий","текстиль","текстиль","40-44","нат.кожа","мужские","KEDDO","полуботинки",
"/ss-2015/857833-01-01M.jpg","/ss-2015/857833-01-01M_02.jpg","/ss-2015/857833-01-01M_03.jpg","857833/01-01M","черный","текстиль","текстиль","40-44","текстиль","мужские","KEDDO","полуботинки",
"/ss-2015/857833-01-03M.jpg","/ss-2015/857833-01-03M_02.jpg","/ss-2015/857833-01-03M_03.jpg","857833/01-03M","серый","текстиль","текстиль","40-44","текстиль","мужские","KEDDO","полуботинки",
"/ss-2015/857833-01-05M.jpg","/ss-2015/857833-01-05M_02.jpg","/ss-2015/857833-01-05M_03.jpg","857833/01-05M","синий","текстиль","текстиль","40-44","текстиль","мужские","KEDDO","полуботинки",
"/ss-2015/857186-05-02W.jpg","/ss-2015/857186-05-02W_02.jpg","/ss-2015/857186-05-02W_03.jpg","857186/05-02W","черный","ПВХ","без подкладки","36-40","без стельки","женские","KEDDO","туфли открытые",
"/ss-2015/557503-01-02K.jpg","/ss-2015/557503-01-02K_02.jpg","/ss-2015/557503-01-02K_03.jpg","557503/01-02K","черный","ПВХ","текстиль","31-34","текстиль","детские (девочки)","KEDDO","ботинки",
"/ss-2015/557106-01-05K.jpg","/ss-2015/557106-01-05K_02.jpg","/ss-2015/557106-01-05K_03.jpg","557106/01-05K","черный/зеленый","иск.нубук/текстиль","текстиль","30-35","текстиль","детские (мальчики)","KEDDO","полуботинки",
"/ss-2015/557106-01-09K.jpg","/ss-2015/557106-01-09K_02.jpg","/ss-2015/557106-01-09K_03.jpg","557106/01-09K","синий/серый","иск.нубук/текстиль","текстиль","30-35","текстиль","детские (мальчики)","KEDDO","полуботинки",
"/ss-2015/557109-03-01K.jpg","/ss-2015/557109-03-01K_02.jpg","/ss-2015/557109-03-01K_03.jpg","557109/03-01K","синий","текстиль","текстиль","33-38","нат.кожа","детские (девочки)","KEDDO","туфли открытые",
